function,parent,parent_plain,child,child_plain,fiscal_year,federal_spending,percent_total,spending_source_url,spending_source_url_name
agency,Department of Homeland Security,Department of Homeland Security,Federal Emergency Management Agency,Federal Emergency Management Agency,2021,45502390869,49.96,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,National Defense,National Defense,,,2021,754849000000,11.07,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,National Defense,National Defense,Atomic energy defense activities,Atomic Energy Defense Activities,2021,25560808559,3.39,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,National Defense,National Defense,Defense-related activities,Defense-Related Activities,2021,11703870627,1.55,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,National Defense,National Defense,Department of Defense-Military,Department of Defense - Military Programs,2021,717584000000,95.06,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,International Affairs,International Affairs,,,2021,46945792210,0.69,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,International Affairs,International Affairs,Conduct of foreign affairs,Foreign Affairs,2021,15268247367,32.52,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,International Affairs,International Affairs,Foreign information and exchange activities,Foreign Information and Exchange Activities,2021,1633999547,3.48,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,International Affairs,International Affairs,International development and humanitarian assistance,International Development and Humanitarian Assistance,2021,33428221052,71.21,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,International Affairs,International Affairs,International financial programs,International Financial Programs,2021,-12536365587,-26.7,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,International Affairs,International Affairs,International security assistance,International Security Assistance,2021,9151689831,19.49,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"General Science, Space, and Technology","General Science, Space, and Technology",,,2021,35576131922,0.52,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"General Science, Space, and Technology","General Science, Space, and Technology",General science and basic research,General Science and Basic Research,2021,14087223918,39.6,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"General Science, Space, and Technology","General Science, Space, and Technology","Space flight, research, and supporting activities","Space Flight, Research, and Supporting Activities",2021,21488908004,60.4,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Energy,Energy,,,2021,6073949307,0.09,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Energy,Energy,Emergency energy preparedness,Emergency Energy Preparedness,2021,-750319891,-12.35,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Energy,Energy,Energy conservation,Energy Conservation,2021,2260707789,37.22,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Energy,Energy,"Energy information, policy, and regulation","Energy Information, Policy, and Regulation",2021,505492180,8.32,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Energy,Energy,Energy supply,Energy Supply,2021,4058069229,66.81,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Natural Resources and Environment,Natural Resources and Environment,,,2021,42073470155,0.62,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Natural Resources and Environment,Natural Resources and Environment,Conservation and land management,Conservation and Land Management,2021,12009076775,28.54,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Natural Resources and Environment,Natural Resources and Environment,Other natural resources,Other Natural Resources,2021,7108286348,16.89,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Natural Resources and Environment,Natural Resources and Environment,Pollution control and abatement,Pollution Control and Abatement,2021,9119267354,21.67,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Natural Resources and Environment,Natural Resources and Environment,Recreational resources,Recreational Resources,2021,4182559702,9.94,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Natural Resources and Environment,Natural Resources and Environment,Water resources,Water Resources,2021,9654279976,22.95,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Agriculture,Agriculture,,,2021,49505166665,0.73,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Agriculture,Agriculture,Agricultural research and services,Agricultural Research and Services,2021,30754101797,62.12,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Agriculture,Agriculture,Farm income stabilization,Farm Income Stabilization,2021,18751064868,37.88,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Commerce and Housing Credit,Commerce and Housing Credit,,,2021,304147000000,4.46,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Commerce and Housing Credit,Commerce and Housing Credit,Deposit insurance,Deposit Insurance,2021,-9026320915,-2.97,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Commerce and Housing Credit,Commerce and Housing Credit,Mortgage credit,Mortgage Credit,2021,-35061026449,-11.53,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Commerce and Housing Credit,Commerce and Housing Credit,Other advancement of commerce,Other Advancement of Commerce,2021,350913000000,115.38,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Commerce and Housing Credit,Commerce and Housing Credit,Postal service,Postal Service,2021,-2678492944,-0.88,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Transportation,Transportation,,,2021,154792000000,2.27,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Transportation,Transportation,Air transportation,Air Transportation,2021,59950678401,38.73,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Transportation,Transportation,Ground transportation,Ground Transportation,2021,81546529729,52.68,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Transportation,Transportation,Other transportation,Other Transportation,2021,532552902,0.34,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Transportation,Transportation,Water transportation,Water Transportation,2021,12762142918,8.24,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Community and Regional Development,Community and Regional Development,,,2021,46517131963,0.68,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Community and Regional Development,Community and Regional Development,Area and regional development,Area and Regional Development,2021,3389412594,7.29,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Community and Regional Development,Community and Regional Development,Community development,Community Development,2021,8865943496,19.06,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Community and Regional Development,Community and Regional Development,Disaster relief and insurance,Disaster Relief and Insurance,2021,34261775873,73.65,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"Education, Training, Employment, and Social Services","Education, Training, Employment, and Social Services",,,2021,296593000000,4.35,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"Education, Training, Employment, and Social Services","Education, Training, Employment, and Social Services","Elementary, secondary, and vocational education","Elementary, Secondary, and Vocational Education",2021,90469681076,30.5,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"Education, Training, Employment, and Social Services","Education, Training, Employment, and Social Services",Higher education,Higher Education,2021,172635000000,58.21,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"Education, Training, Employment, and Social Services","Education, Training, Employment, and Social Services",Other labor services,Other Labor Services,2021,1881173372,0.63,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"Education, Training, Employment, and Social Services","Education, Training, Employment, and Social Services",Research and general education aids,Research and General Education Aids,2021,4097433742,1.38,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"Education, Training, Employment, and Social Services","Education, Training, Employment, and Social Services",Social services,Social Services,2021,21923488939,7.39,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,"Education, Training, Employment, and Social Services","Education, Training, Employment, and Social Services",Training and employment,Training and Employment,2021,5586266869,1.88,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Health,Health,,,2021,796762000000,11.69,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Health,Health,Consumer and occupational health and safety,Consumer and Occupational Health and Safety,2021,5105889257,0.64,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Health,Health,Health care services,Health Care Services,2021,749440000000,94.06,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Health,Health,Health research and training,Health Research and Training,2021,42216204555,5.3,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Medicare,Medicare,,,2021,696461000000,10.21,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Medicare,Medicare,Medicare,Medicare,2021,696461000000,100,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Income Security,Income Security*,,,2021,1648840000000,24.18,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Income Security,Income Security,Federal employee retirement and disability,Federal Employee Retirement and Disability,2021,156148000000,9.47,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Income Security,Income Security,Food and nutrition assistance,Food and Nutrition Assistance,2021,168053000000,10.19,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Income Security,Income Security,General retirement and disability insurance (excluding social se,General Retirement and Disability Insurance,2021,5891034297,0.36,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Income Security,Income Security,Housing assistance,Housing Assistance,2021,89837087672,5.45,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Income Security,Income Security,Other income security,Other Income Security*,2021,831024000000,50.4,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Income Security,Income Security,Unemployment compensation,Unemployment Compensation,2021,397891000000,24.13,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Social Security,Social Security,,,2021,1134590000000,16.64,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Social Security,Social Security,Social security,Social Security,2021,1134590000000,100,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Veterans Benefits and Services,Veterans Benefits and Services,,,2021,234278000000,3.44,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Veterans Benefits and Services,Veterans Benefits and Services,Hospital and medical care for veterans,Hospital and Medical Care for Veterans,2021,99861258586,42.63,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Veterans Benefits and Services,Veterans Benefits and Services,Income security for veterans,Income Security for Veterans,2021,115828000000,49.44,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Veterans Benefits and Services,Veterans Benefits and Services,Other veterans benefits and services,Other Veterans Benefits and Services,2021,9965626784,4.25,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Veterans Benefits and Services,Veterans Benefits and Services,"Veterans education, training, and rehabilitation","Veterans Education, Training, and Rehabilitation",2021,12041368069,5.14,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Veterans Benefits and Services,Veterans Benefits and Services,Veterans housing,Veterans Housing,2021,-3419030344,-1.46,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Administration of Justice,Administration of Justice,,,2021,72151912147,1.06,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Administration of Justice,Administration of Justice,Criminal justice assistance,Criminal Justice Assistance,2021,7087332618,9.82,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Administration of Justice,Administration of Justice,Federal correctional activities,Federal Correctional Activities,2021,7670336735,10.63,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Administration of Justice,Administration of Justice,Federal law enforcement activities,Federal Law Enforcement Activities,2021,39016002390,54.07,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Administration of Justice,Administration of Justice,Federal litigative and judicial activities,Federal Litigative and Judicial Activities,2021,18378240404,25.47,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,General Government,General Government,,,2021,269592000000,3.95,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,General Government,General Government,Central fiscal operations,Central Fiscal Operations,2021,9419616395,3.49,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,General Government,General Government,Central personnel management,Central Personnel Management,2021,229711631,0.09,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,General Government,General Government,Deductions for offsetting receipts,Offsetting Revenue,2021,-3364883774,-1.25,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,General Government,General Government,Executive direction and management,Executive Direction and Management,2021,585319332,0.22,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,General Government,General Government,General property and records management,General Property and Records Management,2021,-1152694300,-0.43,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,General Government,General Government,General purpose fiscal assistance,General Purpose Fiscal Assistance,2021,250625000000,92.96,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,General Government,General Government,Legislative functions,Legislative Functions,2021,4686947487,1.74,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,General Government,General Government,Other general government,Other General Government,2021,8562166230,3.18,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Net Interest,"Net Interest from Debt, Trust Funds, and Other Investments",,,2021,352264000000,5.17,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Net Interest,"Net Interest from Debt, Trust Funds, and Other Investments",Interest on Treasury debt securities (gross),Interest on Debt,2021,562381000000,159.65,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Net Interest,"Net Interest from Debt, Trust Funds, and Other Investments",Interest received by off-budget trust funds,Interest Received by Off-Budget Trust Funds,2021,-73253223763,-20.79,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Net Interest,"Net Interest from Debt, Trust Funds, and Other Investments",Interest received by on-budget trust funds,Interest Received by On-Budget Trust Funds,2021,-76326377568,-21.67,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Net Interest,"Net Interest from Debt, Trust Funds, and Other Investments",Other interest,Other Interest,2021,-53630394810,-15.22,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Net Interest,"Net Interest from Debt, Trust Funds, and Other Investments",Other investment income,Other Investment Income,2021,-6906666906,-1.96,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Undistributed Offsetting Receipts,Offsetting Revenue Collected But Not Attributed to Functions,,,2021,-123860000000,-1.82,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Undistributed Offsetting Receipts,Offsetting Revenue Collected But Not Attributed to Functions,"Employer share, employee retirement (off-budget)",Employer Contribution to Employee Retirement (Off-Budget),2021,-19890000000,16.06,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Undistributed Offsetting Receipts,Offsetting Revenue Collected But Not Attributed to Functions,"Employer share, employee retirement (on-budget)",Employer Contribution to Employee Retirement (On-Budget),2021,-90796666566,73.31,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Undistributed Offsetting Receipts,Offsetting Revenue Collected But Not Attributed to Functions,Other undistributed offsetting receipts,Other Offsetting Revenue Collected But Not Attributed to Functions,2021,-8950417103,7.23,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
category,Undistributed Offsetting Receipts,Offsetting Revenue Collected But Not Attributed to Functions,Rents and royalties on the Outer Continental Shelf,Rents and Royalties on the Outer Continental Shelf,2021,-4222597507,3.41,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
